what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335322219015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335322239875
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335322240078
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335322240187
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1335322257765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335322267859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335322319109
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335322319296
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335322319421
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1335322373890
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1335322395812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335322400453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335322437015
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1335322437125
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1335322447890
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1335322452718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335322456953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335322464562
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1335322464687
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1335322472156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335322475187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335322477062
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.add.unimplemented.constructors",1335322477203
